source,target,environment,n_cells,var_x,cov_xy,slope,corr_xy,references,n_references
CEBPB,GFER,lung,15000,0.7144095301628113,0.040430836379528046,0.05659336091207239,0.13648714882951463,"dorothea,trrust",2
CEBPB,GFER,immune,15000,0.8898835778236389,-0.011006994172930717,-0.012369027193253961,-0.03167027297903769,"dorothea,trrust",2
CEBPB,GFER,external_lung,9000,0.5302010178565979,0.001163785345852375,0.0021949888941313594,0.004210730096314069,"dorothea,trrust",2
CREB1,XPC,kidney,8000,0.340728223323822,0.014871257357299328,0.04364551081865018,0.03982264401878149,trrust,1
CREB1,XPC,lung,15000,0.34363147616386414,0.006530684418976307,0.019004907501145453,0.021834564562682904,trrust,1
CREB1,XPC,immune,15000,0.6387984156608582,0.02250896766781807,0.03523641749256969,0.04323755475407781,trrust,1
CREB1,XPC,external_lung,9000,0.3513464331626892,0.0030722985975444317,0.008744356872755897,0.01073956285291735,trrust,1
CTCF,CACNA1D,kidney,8000,0.37667304277420044,0.0062291258946061134,0.016537222437604093,0.03545999552296004,dorothea,1
CTCF,CACNA1D,lung,15000,0.30921483039855957,-0.002483714371919632,-0.008032326162099895,-0.010792709052984783,dorothea,1
CTCF,CACNA1D,immune,15000,0.4650079607963562,0.0017116203671321273,0.0036808409993688423,0.008621097309312637,dorothea,1
CTCF,CACNA1D,external_lung,9000,0.5083454847335815,-0.00027296171174384654,-0.0005369610234403928,-0.0009831621213118298,dorothea,1
CTCF,MAP4K4,kidney,8000,0.37667304277420044,0.053472016006708145,0.1419587014055645,0.14060152185127248,dorothea,1
CTCF,MAP4K4,lung,15000,0.30921483039855957,0.030964970588684082,0.10014063862581259,0.08065659837857996,dorothea,1
CTCF,MAP4K4,immune,15000,0.4650079607963562,0.0006717341020703316,0.0014445647358809588,0.001071724989815259,dorothea,1
CTCF,MAP4K4,external_lung,9000,0.5083454847335815,0.00662423949688673,0.013030979315884794,0.01498569798150069,dorothea,1
DDIT3,TNFRSF10B,kidney,8000,0.265413373708725,-0.00103738100733608,-0.00390854836303216,-0.005085023509624106,"dorothea,trrust",2
DDIT3,TNFRSF10B,lung,15000,0.34171807765960693,0.021008027717471123,0.06147765977542954,0.051520062546219145,"dorothea,trrust",2
DDIT3,TNFRSF10B,immune,15000,0.39277175068855286,0.017038844525814056,0.0433810336307128,0.043632359854504324,"dorothea,trrust",2
DDIT3,TNFRSF10B,external_lung,9000,0.31087929010391235,0.01187537144869566,0.038199300586173754,0.03658230230858419,"dorothea,trrust",2
E2F1,CHEK2,kidney,8000,0.018885886296629906,0.0013147109420970082,0.0696134097943612,0.046122920033393904,trrust,1
E2F1,CHEK2,lung,15000,0.03372512757778168,0.005057489965111017,0.14996207066813064,0.08926926473433054,trrust,1
E2F1,CHEK2,immune,15000,0.017382651567459106,0.002604820765554905,0.14985175049077176,0.07832484931182414,trrust,1
E2F1,CHEK2,external_lung,9000,0.023979008197784424,0.0009752862970344722,0.04067250359106117,0.023952952608029817,trrust,1
E2F4,EIF2B2,kidney,8000,0.1781144142150879,0.0009711260790936649,0.0054522599048101176,0.00463921399149633,dorothea,1
E2F4,EIF2B2,lung,15000,0.18961887061595917,0.004601786378771067,0.024268609784577844,0.028066506345820613,dorothea,1
E2F4,EIF2B2,immune,15000,0.2385856658220291,0.004905390087515116,0.020560288358539732,0.03057548521510479,dorothea,1
E2F4,EIF2B2,external_lung,9000,0.42191874980926514,0.015619277954101562,0.037019634612499436,0.038839148636201144,dorothea,1
E2F4,SRSF8,kidney,8000,0.1781144142150879,0.003955537918955088,0.022207848457331748,0.013941245039904772,dorothea,1
E2F4,SRSF8,lung,15000,0.18961887061595917,0.009889856912195683,0.05215650151311105,0.05048760473298446,dorothea,1
E2F4,SRSF8,immune,15000,0.2385856658220291,0.011530586518347263,0.0483289156480524,0.04247239919308386,dorothea,1
E2F4,SRSF8,external_lung,9000,0.42191874980926514,0.015298904851078987,0.036260310446016186,0.03442905493394895,dorothea,1
EGR1,ARHGAP45,kidney,8000,0.05060737580060959,0.013705451041460037,0.2708192397775928,0.14797914167735685,dorothea,1
EGR1,ARHGAP45,lung,15000,0.9013615250587463,-0.032162778079509735,-0.03568243949331377,-0.0873604207140606,dorothea,1
EGR1,ARHGAP45,immune,15000,0.6430339813232422,0.0008294439758174121,0.0012898913586348478,0.0014310759810170926,dorothea,1
EGR1,ARHGAP45,external_lung,9000,0.8007209300994873,-0.1720188707113266,-0.2148299916301098,-0.2689233328858727,dorothea,1
EGR1,DNM1,kidney,8000,0.05060737580060959,-0.0007798812002874911,-0.015410425613850878,-0.007789139423732916,dorothea,1
EGR1,DNM1,lung,15000,0.9013615250587463,0.0042558880522847176,0.0047216216068323305,0.019257553755981534,dorothea,1
EGR1,DNM1,immune,15000,0.6430339813232422,0.043242938816547394,0.06724829491524167,0.2014473781817814,dorothea,1
EGR1,DNM1,external_lung,9000,0.8007209300994873,0.005325178150087595,0.006650479524028374,0.03552976598933803,dorothea,1
EGR1,MMP14,kidney,8000,0.05060737580060959,0.0008243372431024909,0.016288875486259877,0.017597767616172464,"dorothea,trrust",2
EGR1,MMP14,lung,15000,0.9013615250587463,0.0022732396610081196,0.0025220065398952555,0.006798390210771993,"dorothea,trrust",2
EGR1,MMP14,immune,15000,0.6430339813232422,0.031625114381313324,0.04918109353448915,0.17508239906599002,"dorothea,trrust",2
EGR1,MMP14,external_lung,9000,0.8007209300994873,0.006799397058784962,0.008491594016332451,0.03147362521069561,"dorothea,trrust",2
EGR1,SYN2,kidney,8000,0.05060737580060959,0.000492081162519753,0.009723506795897242,0.00992279086672097,"dorothea,trrust",2
EGR1,SYN2,lung,15000,0.9013615250587463,0.002784542040899396,0.0030892621478578342,0.02135971703098578,"dorothea,trrust",2
EGR1,SYN2,immune,15000,0.6430339813232422,0.00450220238417387,0.0070014999439208326,0.041410848240344564,"dorothea,trrust",2
EGR1,SYN2,external_lung,9000,0.8007209300994873,0.0022384244948625565,0.002795511408181173,0.014462743180167447,"dorothea,trrust",2
EGR1,ZFPM1,kidney,8000,0.05060737580060959,7.98575856606476e-05,0.0015779831377798032,0.0007939371460427846,dorothea,1
EGR1,ZFPM1,lung,15000,0.9013615250587463,-0.0027786993887275457,-0.003082780118162292,-0.00783671758409115,dorothea,1
EGR1,ZFPM1,immune,15000,0.6430339813232422,-0.013161541894078255,-0.02046787926665134,-0.03622872443925045,dorothea,1
EGR1,ZFPM1,external_lung,9000,0.8007209300994873,-0.01744704507291317,-0.02178917075484142,-0.07474285155499698,dorothea,1
ESR1,SMOX,kidney,8000,0.07878894358873367,0.0015720219817012548,0.019952317039646717,0.02639695379523259,dorothea,1
ESR1,SMOX,lung,15000,0.21545590460300446,0.003992225509136915,0.018529199821619765,0.05965524435235813,dorothea,1
ESR1,SMOX,immune,15000,0.15962587296962738,0.004258295055478811,0.026676722114397165,0.037054168143143607,dorothea,1
ESR1,SMOX,external_lung,9000,0.03871375322341919,-0.0002262890338897705,-0.0058451845932850814,-0.004240466257396041,dorothea,1
ETS1,PRL,kidney,8000,0.46366357803344727,3.2434829336125404e-05,6.995336893549499e-05,0.0015795955129957106,"dorothea,trrust",2
ETS1,PRL,lung,15000,0.2361534833908081,-0.00017873923934530467,-0.0007568774204762029,-0.012728887413396476,"dorothea,trrust",2
ETS1,PRL,immune,15000,0.9442700743675232,-0.0009611977729946375,-0.0010179267553707583,-0.01880436960224935,"dorothea,trrust",2
ETS1,PRL,external_lung,9000,0.5386852025985718,-0.000487796583911404,-0.0009055318051402092,-0.010546968845597877,"dorothea,trrust",2
ETS1,ST3GAL1,kidney,8000,0.46366357803344727,0.09279908239841461,0.20014313565884698,0.21229065400889133,dorothea,1
ETS1,ST3GAL1,lung,15000,0.2361534833908081,-0.028207676485180855,-0.11944637055596696,-0.08063497892582826,dorothea,1
ETS1,ST3GAL1,immune,15000,0.9442700743675232,0.06837891787290573,0.07241457685578596,0.08803942274637686,dorothea,1
ETS1,ST3GAL1,external_lung,9000,0.5386852025985718,0.06474725902080536,0.12019498346802561,0.1077403926602707,dorothea,1
ETV4,CCND2,kidney,8000,0.006812831852585077,0.00048213571426458657,0.07076876762805233,0.020061456444902547,trrust,1
ETV4,CCND2,lung,15000,0.016167672351002693,0.0026785575319081545,0.16567366493804747,0.04281168584378904,trrust,1
ETV4,CCND2,immune,15000,0.009069852530956268,0.0001229242916451767,0.013553063980436774,0.002315723790836697,trrust,1
ETV4,CCND2,external_lung,9000,0.02536829747259617,0.002417307812720537,0.09528853149612457,0.024682691556319476,trrust,1
EZH2,ADAMTS1,kidney,8000,0.10437773168087006,0.0015465501928701997,0.014816859573062032,0.02771751151632643,trrust,1
EZH2,ADAMTS1,lung,15000,0.14809690415859222,-0.0052077933214604855,-0.03516476830524173,-0.02535432651758405,trrust,1
EZH2,ADAMTS1,immune,15000,0.3124759793281555,0.00276779243722558,0.008857616650011054,0.029532437551045322,trrust,1
EZH2,ADAMTS1,external_lung,9000,0.09070950001478195,-0.001815354684367776,-0.020012839714384348,-0.009794189923337242,trrust,1
EZH2,RPLP0,kidney,8000,0.10437773168087006,-0.02169494703412056,-0.20785034015159312,-0.1141894344657635,trrust,1
EZH2,RPLP0,lung,15000,0.14809690415859222,0.002172986278310418,0.014672732631760058,0.007992547670554958,trrust,1
EZH2,RPLP0,immune,15000,0.3124759793281555,0.0027075260877609253,0.008664749506769414,0.0052563304758223555,trrust,1
EZH2,RPLP0,external_lung,9000,0.09070950001478195,0.005157728213816881,0.056859846134929434,0.019632557032883635,trrust,1
FOS,CEP112,kidney,8000,0.5554283857345581,-0.007618781179189682,-0.013716946009364985,-0.0296815392028992,dorothea,1
FOS,CEP112,lung,15000,0.48588791489601135,-0.009176723659038544,-0.018886503198999146,-0.023977225760114393,dorothea,1
FOS,CEP112,immune,15000,1.0116537809371948,0.0015093523543328047,0.0014919653173584174,0.00578283956316883,dorothea,1
FOS,CEP112,external_lung,9000,0.985992431640625,0.013157561421394348,0.01334448521019685,0.035577257464407284,dorothea,1
FOS,PARD3B,kidney,8000,0.5554283857345581,-0.003173650475218892,-0.005713878794692345,-0.012082544974376247,dorothea,1
FOS,PARD3B,lung,15000,0.48588791489601135,-0.05372560769319534,-0.11057201886713643,-0.10264325011313098,dorothea,1
FOS,PARD3B,immune,15000,1.0116537809371948,0.00460302596911788,0.004550001251271599,0.020142155122878487,dorothea,1
FOS,PARD3B,external_lung,9000,0.985992431640625,0.01597783714532852,0.016204827372500695,0.03830780175976956,dorothea,1
GATA2,FRY,kidney,8000,0.004204839933663607,0.002027280628681183,0.48213027384251633,0.0815649088582001,dorothea,1
GATA2,FRY,lung,15000,0.15655097365379333,0.00899962056428194,0.05748683865859734,0.03282057990584307,dorothea,1
GATA2,FRY,immune,15000,0.044768325984478,0.0041531724855303764,0.09277033246609127,0.027031170313698834,dorothea,1
GATA2,FRY,external_lung,9000,0.1967240869998932,0.050098929554224014,0.2546659655065585,0.1557959989702955,dorothea,1
GATA2,NR3C2,kidney,8000,0.004204839933663607,0.00423506461083889,1.0071880684287902,0.13225786962128783,dorothea,1
GATA2,NR3C2,lung,15000,0.15655097365379333,-0.005382674280554056,-0.03438288600144794,-0.02201123173089596,dorothea,1
GATA2,NR3C2,immune,15000,0.044768325984478,-0.003874595044180751,-0.0865476865390085,-0.02644061966821333,dorothea,1
GATA2,NR3C2,external_lung,9000,0.1967240869998932,0.0007554773474112153,0.003840289000358281,0.005358441070691659,dorothea,1
GATA3,RBMS1,kidney,8000,0.07876496762037277,0.030183184891939163,0.38320570431025225,0.14486488065783806,dorothea,1
GATA3,RBMS1,lung,15000,0.04208710044622421,0.000459735601907596,0.010923432525246355,0.003245159200124524,dorothea,1
GATA3,RBMS1,immune,15000,0.27543628215789795,0.042663730680942535,0.15489510077138247,0.08962669300797117,dorothea,1
GATA3,RBMS1,external_lung,9000,0.18857009708881378,-0.009161646477878094,-0.0485848319501214,-0.02353599309316438,dorothea,1
HIF1A,ITGB2,kidney,8000,0.6324360370635986,-0.04717227444052696,-0.0745882139473707,-0.12967029401252483,"dorothea,trrust",2
HIF1A,ITGB2,lung,15000,0.5351817011833191,0.08708817511796951,0.16272636924134792,0.14934651643512015,"dorothea,trrust",2
HIF1A,ITGB2,immune,15000,0.8125357031822205,0.14917269349098206,0.18358909387828878,0.18751677673712794,"dorothea,trrust",2
HIF1A,ITGB2,external_lung,9000,0.5326040387153625,-0.01900484971702099,-0.0356828869770882,-0.029927315442069315,"dorothea,trrust",2
HIF1A,XXYLT1,kidney,8000,0.6324360370635986,-0.008472790010273457,-0.013397070239091105,-0.03537677996163379,dorothea,1
HIF1A,XXYLT1,lung,15000,0.5351817011833191,0.005759754218161106,0.010762240572549363,0.02308914304503963,dorothea,1
HIF1A,XXYLT1,immune,15000,0.8125357031822205,0.009582879953086376,0.011793795540990899,0.030633428892171334,dorothea,1
HIF1A,XXYLT1,external_lung,9000,0.5326040387153625,0.0029183595906943083,0.005479416937455774,0.01035073999401283,dorothea,1
HIPK2,NOX1,kidney,8000,0.6355950236320496,-0.00044586951844394207,-0.0007014993854043437,-0.01374059372678818,trrust,1
HIPK2,NOX1,lung,15000,0.5207632184028625,-7.80416521592997e-05,-0.00014986014641864867,-0.002251050308655004,trrust,1
HIPK2,NOX1,immune,15000,0.797132134437561,0.00014670264499727637,0.00018403805173503203,0.0033727055922746756,trrust,1
HIPK2,NOX1,external_lung,9000,0.5850235223770142,0.0025440752506256104,0.004348671725691911,0.040570057042987745,trrust,1
HNF4A,ZBTB16,kidney,8000,0.5433215498924255,-0.05359549820423126,-0.0986441605617205,-0.10461989432358496,dorothea,1
HNF4A,ZBTB16,lung,15000,0.00387141527608037,0.0007051657885313034,0.18214677017166997,0.01338303488742804,dorothea,1
HNF4A,ZBTB16,immune,15000,0.00377506110817194,0.0002886340662371367,0.07645811762154674,0.0053174995313104685,dorothea,1
HNF4A,ZBTB16,external_lung,9000,0.010248414240777493,-0.0016368404030799866,-0.15971645609007,-0.01708967210355498,dorothea,1
JUN,STMN1,kidney,8000,0.46042490005493164,-0.021909285336732864,-0.04758492717079147,-0.0491793177019691,"dorothea,trrust",2
JUN,STMN1,lung,15000,0.524036705493927,0.006495999172329903,0.012396076656895905,0.015146111888209107,"dorothea,trrust",2
JUN,STMN1,immune,15000,1.0555520057678223,0.051205988973379135,0.048511100062882485,0.08020315117337214,"dorothea,trrust",2
JUN,STMN1,external_lung,9000,0.8748323321342468,0.03502092510461807,0.04003158527438142,0.050934441213797324,"dorothea,trrust",2
JUND,ERBB2,kidney,8000,0.5953472852706909,0.0009214560268446803,0.001547762204753676,0.0037070703211938964,trrust,1
JUND,ERBB2,lung,15000,0.3827337324619293,-0.0016905253287404776,-0.004416975002088782,-0.006125112305267966,trrust,1
JUND,ERBB2,immune,15000,0.746601402759552,-0.0020655998960137367,-0.002766670258559609,-0.014832974211024657,trrust,1
JUND,ERBB2,external_lung,9000,0.5577170252799988,0.02945755049586296,0.05281809441100343,0.06556433175279244,trrust,1
KAT2B,SMAD4,kidney,8000,0.3233655095100403,0.006440732162445784,0.019917808093400893,0.01916101120428603,trrust,1
KAT2B,SMAD4,lung,15000,0.234147846698761,-0.0002927880559582263,-0.001250440950391946,-0.0013222074615464353,trrust,1
KAT2B,SMAD4,immune,15000,0.553570568561554,0.009591101668775082,0.017325887995991978,0.023629622774013995,trrust,1
KAT2B,SMAD4,external_lung,9000,0.16204297542572021,0.0015654199523851275,0.009660523378273249,0.007383873942873856,trrust,1
LMX1B,COL4A4,kidney,8000,0.0015477403067052364,0.0004944363026879728,0.31945688856582644,0.036880223955158976,trrust,1
LMX1B,COL4A4,lung,15000,0.003278099000453949,-0.00017717687296681106,-0.054048664467508674,-0.005612341549988498,trrust,1
LMX1B,COL4A4,immune,15000,0.0033492259681224823,0.0001486325782025233,0.04437818756249645,0.006321801904654064,trrust,1
LMX1B,COL4A4,external_lung,9000,0.00607855711132288,0.00043411998194642365,0.07141826160319581,0.014526394731482574,trrust,1
MEIS2,IL17RB,kidney,8000,0.043087758123874664,-0.0035925793927162886,-0.08337819253412634,-0.027933911973648588,trrust,1
MEIS2,IL17RB,lung,15000,0.31557735800743103,-0.015693875029683113,-0.0497306750039829,-0.10050509653760241,trrust,1
MEIS2,IL17RB,immune,15000,0.03779415786266327,3.645258038886823e-05,0.0009645030462467221,0.0018216920426466106,trrust,1
MEIS2,IL17RB,external_lung,9000,0.158741757273674,0.001327548990957439,0.008362947555561688,0.014546938160280633,trrust,1
MEN1,RAD51AP1,kidney,8000,0.0609370693564415,0.0013651505578309298,0.022402629011344526,0.027143684028132525,trrust,1
MEN1,RAD51AP1,lung,15000,0.058576058596372604,0.0004535732150543481,0.00774332083658555,0.01158900122645211,trrust,1
MEN1,RAD51AP1,immune,15000,0.0691453143954277,0.0006625756504945457,0.009582365143434204,0.013616592065771415,trrust,1
MEN1,RAD51AP1,external_lung,9000,0.1809634417295456,0.0007281744037754834,0.004023875744271919,0.010184906820815343,trrust,1
MITF,AFF3,kidney,8000,0.3987746834754944,-0.03632154315710068,-0.09108287126089017,-0.09958026156745782,dorothea,1
MITF,AFF3,lung,15000,0.6240283250808716,-0.1667552888393402,-0.26722390977641824,-0.2776254043069512,dorothea,1
MITF,AFF3,immune,15000,0.22844810783863068,-0.045404572039842606,-0.19875223511115758,-0.10196509437494443,dorothea,1
MITF,AFF3,external_lung,9000,0.1908857375383377,-0.017946870997548103,-0.09401892058040028,-0.07063153024218231,dorothea,1
MITF,ARSG,kidney,8000,0.3987746834754944,-0.008909097872674465,-0.02234118223109805,-0.03183779325328813,dorothea,1
MITF,ARSG,lung,15000,0.6240283250808716,0.034235477447509766,0.05486205685146261,0.11651135711356835,dorothea,1
MITF,ARSG,immune,15000,0.22844810783863068,-0.0007806516368873417,-0.0034171945842456797,-0.0027318297489595657,dorothea,1
MITF,ARSG,external_lung,9000,0.1908857375383377,0.00694295996800065,0.0363723348718299,0.03168078941629164,dorothea,1
MITF,TSC22D2,kidney,8000,0.3987746834754944,0.00023889445583336055,0.0005990712693977755,0.0007318310351688846,dorothea,1
MITF,TSC22D2,lung,15000,0.6240283250808716,0.15233732759952545,0.2441192514454903,0.2807134222652499,dorothea,1
MITF,TSC22D2,immune,15000,0.22844810783863068,0.059996332973241806,0.26262565070410443,0.16053890688641093,dorothea,1
MITF,TSC22D2,external_lung,9000,0.1908857375383377,0.008639409206807613,0.045259584703506016,0.030241458096421373,dorothea,1
MYB,ANPEP,kidney,8000,0.006054317578673363,-0.001700795255601406,-0.2809227024351254,-0.029326000503995916,"dorothea,trrust",2
MYB,ANPEP,lung,15000,0.05270860344171524,0.0007636179798282683,0.014487539603903015,0.006197244105827811,"dorothea,trrust",2
MYB,ANPEP,immune,15000,0.07734345644712448,-0.007591938134282827,-0.09815876459404194,-0.04578181458575041,"dorothea,trrust",2
MYB,ANPEP,external_lung,9000,0.04720021411776543,-0.00015851874195504934,-0.003358432687604808,-0.0017057054268742814,"dorothea,trrust",2
MYC,CCKBR,kidney,8000,0.2976892590522766,-0.00014344391820486635,-0.00048185788987326696,-0.011143203256982988,dorothea,1
MYC,CCKBR,lung,15000,0.33970052003860474,0.00012763909762725234,0.0003757400713214893,0.011103487891275354,dorothea,1
MYC,CCKBR,immune,15000,0.28268879652023315,-0.0001764589105732739,-0.0006242161442030973,-0.008983711159764379,dorothea,1
MYC,CCKBR,external_lung,9000,0.5117956399917603,-0.00043209310388192534,-0.0008442688255196584,-0.009355098952313338,dorothea,1
MYC,MELTF,kidney,8000,0.2976892590522766,-0.00012083095498383045,-0.00040589625359177496,-0.00235790578219022,dorothea,1
MYC,MELTF,lung,15000,0.33970052003860474,0.008769463747739792,0.025815279136879744,0.08024929064523272,dorothea,1
MYC,MELTF,immune,15000,0.28268879652023315,-0.0014010935556143522,-0.004956310872100906,-0.013426498410055608,dorothea,1
MYC,MELTF,external_lung,9000,0.5117956399917603,0.0113151203840971,0.022108668968495452,0.07190716672862008,dorothea,1
MYC,SHMT1,kidney,8000,0.2976892590522766,0.02156217209994793,0.07243181083722419,0.04830872455162573,"dorothea,trrust",2
MYC,SHMT1,lung,15000,0.33970052003860474,0.02663138508796692,0.07839665681094758,0.10884209914264414,"dorothea,trrust",2
MYC,SHMT1,immune,15000,0.28268879652023315,0.003785681212320924,0.013391691708058078,0.01948349977256852,"dorothea,trrust",2
MYC,SHMT1,external_lung,9000,0.5117956399917603,0.01608644612133503,0.031431385624140946,0.06407369703248807,"dorothea,trrust",2
NFKB1,NOX5,kidney,8000,0.41372790932655334,-0.00011435111809987575,-0.00027639208166065245,-0.004942886765317187,trrust,1
NFKB1,NOX5,lung,15000,0.5105491876602173,-0.00045724399387836456,-0.0008955924422754569,-0.013608896932223552,trrust,1
NFKB1,NOX5,immune,15000,0.9196224212646484,-0.00010178697266383097,-0.00011068343954017055,-0.0039786330009366645,trrust,1
NFKB1,NOX5,external_lung,9000,0.4958621859550476,-0.0005656768917106092,-0.0011407945750513241,-0.01527358868812196,trrust,1
NFKB2,CXCL8,kidney,8000,0.0806015133857727,0.0005761660868301988,0.007148328395182467,0.01896983982161438,dorothea,1
NFKB2,CXCL8,lung,15000,0.12626905739307404,0.02395247481763363,0.1896939385796622,0.0950090135455221,dorothea,1
NFKB2,CXCL8,immune,15000,0.34039029479026794,0.09320980310440063,0.27383214072490525,0.19278770654811264,dorothea,1
NFKB2,CXCL8,external_lung,9000,0.23928537964820862,0.06085057184100151,0.2543012528824891,0.2238702971628572,dorothea,1
NR2F2,RFTN1,kidney,8000,0.5794321298599243,-0.08334755897521973,-0.14384352313249993,-0.24397685203139474,dorothea,1
NR2F2,RFTN1,lung,15000,0.28729453682899475,-0.006235614884644747,-0.021704606545847226,-0.019689079154896972,dorothea,1
NR2F2,RFTN1,immune,15000,0.008461259305477142,0.000547790783457458,0.0647410466551784,0.007794828717601353,dorothea,1
NR2F2,RFTN1,external_lung,9000,0.4786849915981293,0.07177825272083282,0.1499488264321704,0.13738345935084517,dorothea,1
PRDM14,TP53I11,kidney,8000,0.0014964926522225142,5.115647581988014e-05,0.03418424791054281,0.008274694720481934,dorothea,1
PRDM14,TP53I11,lung,15000,0.0009911125525832176,2.9512473702197894e-05,0.02977711625715679,0.0020815386520717876,dorothea,1
PRDM14,TP53I11,immune,15000,0.000962011341471225,-8.315404556924477e-05,-0.08643769775320473,-0.0073859617427996455,dorothea,1
PRDM14,TP53I11,external_lung,9000,0.001670388737693429,-0.00021709225256927311,-0.1299651079239476,-0.008454907871475653,dorothea,1
RELA,CXCL8,kidney,8000,0.23047243058681488,0.0004573270271066576,0.001984302529991285,0.00890440247642739,"dorothea,trrust",2
RELA,CXCL8,lung,15000,0.20045106112957,-0.0031671938486397266,-0.01580033465920381,-0.00997088804174809,"dorothea,trrust",2
RELA,CXCL8,immune,15000,0.2776458263397217,0.009556730277836323,0.034420579642147786,0.021886198695775058,"dorothea,trrust",2
RELA,CXCL8,external_lung,9000,0.5066821575164795,0.038929250091314316,0.07683169717703779,0.09842333883156137,"dorothea,trrust",2
RELA,SLC9A2,kidney,8000,0.23047243058681488,-0.0009096982539631426,-0.003947102270093322,-0.008526136273395418,trrust,1
RELA,SLC9A2,lung,15000,0.20045106112957,-0.00037077924935147166,-0.0018497245525270771,-0.010018674675781795,trrust,1
RELA,SLC9A2,immune,15000,0.2776458263397217,-0.0005978013505227864,-0.002153107642220881,-0.01150457154210076,trrust,1
RELA,SLC9A2,external_lung,9000,0.5066821575164795,0.00031355058308690786,0.0006188309148752882,0.00656794999142379,trrust,1
RFXANK,HLA-DRB5,kidney,8000,0.3295358419418335,-0.010015334002673626,-0.03039224487283977,-0.0618957347391732,trrust,1
RFXANK,HLA-DRB5,lung,15000,0.197540283203125,0.0013624015264213085,0.006896828861080401,0.003326078403761278,trrust,1
RFXANK,HLA-DRB5,immune,15000,0.19049562513828278,0.01833922043442726,0.09627108455175613,0.054988385320131436,trrust,1
RFXANK,HLA-DRB5,external_lung,9000,0.3196483850479126,-0.009746559895575047,-0.030491503638018128,-0.02023901189928568,trrust,1
RUNX1,SLC22A4,kidney,8000,0.3623172342777252,-0.00796909537166357,-0.021994800737397603,-0.03984952938085957,trrust,1
RUNX1,SLC22A4,lung,15000,0.6430704593658447,0.02175404131412506,0.033828394691893506,0.0905669230235018,trrust,1
RUNX1,SLC22A4,immune,15000,0.8160243630409241,0.03665836900472641,0.0449231305645319,0.09549640131885483,trrust,1
